hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
5258,0,-56.9883,26.6622,-1098,483796,-20640.1,-874937,0
5274,0,-148.087,71.9018,-1098,-539526,-61932.4,-839688,0
5281,0,-100.765,27.3703,-1102,-735711,-108472,-668553,0
5289,0,-66.8922,20.3222,-1102,-328097,-104691,-938825,0
5304,0,-50.6183,19.5503,-1102,554221,-16141.8,-832213,0
5316,0,-121.319,28.4106,-1098,-699426,-126004,-703510,0
5320,0,-139.881,28.8368,-1098,-636140,367427,-678471,0
5375,0,-115.849,9.13822,-1098,-753692,-177.77,-657228,0
5419,0,-45.2405,-0.612996,-962.5,276308,320696,-905985,0
5430,0,-168.4,-1.26734,-962,253991,-113926,-960474,0
5435,0,-159.383,-3.30909,-962,-749229,234260,-619499,0
5560,0,-147.622,-50.02,-958,-665974,170710,-726179,0
5564,0,-129.327,-58.4889,-962,6934.38,7493.37,-999948,0
5579,0,-40.5307,-18.2917,-957.5,617835,-132147,-775124,0
5637,0,-133.104,-82.4063,-962,-242798,-263406,-933631,0
5639,0,-101.899,-76.1,-962,-234347,-199066,-951554,0
5691,0,-125.135,-105.927,-958,-486326,-616010,-619693,0
5747,0,-102.418,-121.428,-958,-66874.9,-25742.5,-997429,0
5751,0,-96.9793,-115.534,-958,2680.65,-40930.4,-999158,0
5752,0,-107.936,-138.929,-958,-37117.4,-373878,-926735,0
5767,0,-27.0019,-50.5302,-962,342722,549813,-761740,0
5790,0,-33.8037,-48.716,-962,-26546.2,-44646.5,-998650,0
5791,0,-76.9056,-113.06,-962,-51895.7,-762805,-644543,0
5802,0,-55.1282,-89.0127,-958,19614.6,135100,-990638,0
5835,0,-18.1042,-38.3282,-957.5,182399,549847,-815107,0
5877,0,-42.3407,-137.172,-958,319135,323217,-890889,0
5940,0,-24.7627,-103.514,-962,5053,-10569.2,-999931,0
6001,0,-17.3499,-145.713,-958,206337,-683523,-700158,0
6022,0,-0.249527,-51.3726,-962,-84926.2,-300733,-949919,0
6030,0,4.86144,-92.7784,-962,202413,-237168,-950147,0
6046,0,11.6393,-50.2289,-962,-90368.3,209443,-973636,0
6053,0,4.96486,-88.3352,-962,21381.3,169545,-985290,0
6093,0,6.64124,-63.6437,-957.5,-56510.3,543681,-837387,0
6102,0,22.598,-66.569,-957.5,-362978,501999,-785012,0
6121,0,11.0767,-80.9444,-957.5,196694,-161717,-967036,0
6185,0,19.8224,-29.0629,-962.5,-139114,184781,-972884,0
6194,0,49.8433,-154.621,-962,-125806,-355725,-926085,0
6195,0,50.4634,-152.193,-962,-198169,-489126,-849403,0
6199,0,55.5502,-146.412,-958,24121.7,-95360.7,-995150,0
6248,0,21.7511,-40.8512,-958,-2193.62,-48768.8,-998808,0
6306,0,59.8525,-81.4748,-962,588329,-158171,-793001,0
6329,0,68.9336,-83.1761,-962,-27673,46890.9,-998517,0
6342,0,79.9063,-73.7914,-958,89230.4,-39461.9,-995229,0
6343,0,82.792,-78.3119,-958,578570,-131566,-804952,0
6344,0,96.2465,-98.8443,-958,83484.3,-152917,-984706,0
6399,0,85.4576,-70.3685,-962,341086,3165.48,-940027,0
6404,0,41.4475,-25.9035,-962.5,236540,-691465,-682587,0
6439,0,137.446,-94.0599,-958,573237,-39546.5,-818435,0
6451,0,60.4913,-29.1315,-958,157782,-83200.7,-983963,0
6454,0,44.4199,-15.5385,-958,405080,-260827,-876287,0
6528,0,36.9791,-12.8653,-962,-54422.5,24411,-998220,0
6530,0,68.931,-24.3513,-962,364288,103189,-925552,0
6582,0,53.4759,-4.51981,-957.5,471244,-216907,-854915,0
6607,0,129.985,-18.6873,-962,195759,-59980.4,-978816,0
6609,0,108.628,-17.3721,-962,699900,189107,-688752,0
6616,0,129.702,-17.8799,-962,64602.5,-55959.6,-996341,0
6618,0,143.193,-1.00372,-958,415370,183938,-890861,0
6621,0,133.704,-8.113,-958,-361020,213601,-907766,0
6624,0,156.293,-13.5021,-958,-294009,292477,-909954,0
6659,0,100.569,4.908,-962.5,-371476,-3770.76,-928435,0
6674,0,124.708,5.76684,-962,407455,-145151,-901616,0
6677,0,119.726,11.806,-962,-582399,-33857.4,-812198,0
6730,0,39.2144,4.10883,-958,-112476,20708.1,-993439,0
6745,0,108.102,26.9246,-962,-46533.6,22515.9,-998663,0
6802,0,109.03,42.7913,-962,348663,251256,-902942,0
6816,0,70.9614,44.7353,-957.5,545383,134486,-827327,0
6831,0,88.9757,47.3937,-957.5,362600,489563,-793001,0
6834,0,35.5428,27.2209,-957.5,530026,516226,-672743,0
6838,0,51.8065,26.3054,-957.5,281898,3690.67,-959437,0
6855,0,143.059,71.7677,-958,570687,116434,-812871,0
6856,0,107.782,62.9361,-958,-28645.7,-55232.7,-998063,0
6859,0,141.275,73.3371,-958,150726,376065,-914252,0
6860,0,120.331,58.2083,-958,-154632,-253096,-955003,0
6861,0,144.266,78.1623,-958,-102560,-271731,-956893,0
6872,0,136.657,85.5354,-962,395817,139180,-907721,0
6901,0,48.7674,47.2677,-962.5,49252.2,232566,-971333,0
6921,0,69.5537,59.9498,-962.5,192200,18444.2,-981182,0
6937,0,118.178,89.7205,-958,-413304,-123464,-902184,0
6968,0,41.0037,51.7346,-958,-3268.37,-144265,-989534,0
6982,0,115.878,122.649,-962,215527,731926,-646400,0
6991,0,111.405,123.805,-958,3772.59,-61561.3,-998096,0
7039,0,78.3355,118.348,-962,-91809.1,599101,-795392,0
7062,0,79.4479,129.596,-958,58765.5,-288470,-955684,0
7075,0,15.8735,32.3986,-957.5,30591.2,-151998,-987907,0
7109,0,29.1369,72.1782,-957.5,-85913.9,-332524,-939173,0
7124,0,56.3763,138.918,-962,-103807,-85995.8,-990873,0
7125,0,42.2969,103.956,-958,-16088.1,-232151,-972547,0
7126,0,38.7096,120.974,-958,389245,373465,-842029,0
7178,0,35.4276,117.313,-962,401671,595473,-695753,0
7179,0,34.7966,136.532,-962,12378,-520729,-853632,0
7221,0,1.38143,87.2932,-958,-148471,365458,-918911,0
7317,0,-3.54272,140.242,-958,-227212,-281139,-932382,0
7321,0,-12.6533,111.657,-958,-5211.67,-184589,-982802,0
7339,0,-22.4828,171.584,-962,57902.4,-85926.3,-994618,0
7347,0,-5.17,45.4612,-957.5,128816,-218845,-967219,0
7361,0,-10.3239,46.3377,-957.5,266967,-540021,-798189,0
7466,0,-48.6255,128.426,-962,49294.7,132642,-989938,0
7492,0,-57.1521,115.735,-958,-403176,542976,-736632,0
7557,0,-69.9209,132.367,-962,-526786,334064,-781600,0
7558,0,-87.1199,150.412,-962,-214404,294405,-931320,0
7562,0,-62.9062,101.78,-958,69872.3,-26626.1,-997201,0
7564,0,-95.6418,147.632,-958,-45359.7,27016.5,-998605,0
7566,0,-79.2435,124.453,-958,-44683.9,526876,-848767,0
7599,0,-30.0875,22.6204,-962,-7875.54,742531,-669765,0
